product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
Mltifunctional 26650 Battery Charger + 2pcs/lot 26650 3.7V Rechargeable Battery,Electronics,5,0,0,N,Y,Five Stars,Got it for my son and he was happy with it.Shipping was faster than what they said.,11/5/2014,,,,,,,,,,,,,
"MILE 5 Pair of Black Color Replacement 2"" (50mm) Foam Pad Earpad Cover Cushion for Sennheiser PX100 Sony MDR-G57 Headphones",Electronics,2,0,0,N,Y,The radio was only giving fm and that's great but mouthing else Fm is,"I DID NOT RECEIVE IT. ,,,,,,,!!?????<br /><br />The radio was only giving fm and that's great but mouthing else<br /> Fm is terrific",10/22/2014,,,,,,,,,,,,,
Outlet Medical-Grade Power Strip 10,Electronics,5,2,3,N,Y,Simplification / Organization,I did the shopping for you.<br />The Tripp Lite TLP810NET Surge protector simply stated is of great quality and took the mess behind my computer of wires from everywhere and put them in their place.<br />Not much else to say other than the price was excellent and the service as always from Amazon is great. It is doing its job and i have not thought about it since i installed it.<br />I actually purchased it when i added a subwoofer to my current computer setup.<br />I would highly recommend this product. Tripp Lite is quality.,3/28/2011,,,,,,,,,,,,,
Samsung BN44-00161A DC VSS-Pdp TV,Electronics,5,2,2,N,Y,clicking tv,had the same problem as the guy above me.. tv made clicking noise... replacing this board fixed my tv like brand new again.. thank you so much amazon.com saved me so much $$$$$,4/6/2011,,,,,,,,,,,,,
Energizer Ultimate Lithium AA 12 Battery Super Pack,Electronics,5,0,0,N,Y,Five Stars,Great deal and quick shipment.,11/1/2014,,,,,,,,,,,,,
Maxell HB-202 Stereo Line Head Buds - Silver,Electronics,2,0,0,N,Y,Unimpressed with Sound Quality,"Bought these headphones with low expecatations knowing the sound wouldn't be all that great, but they are really flat. Maxell quality is usually pretty good, but they missed the bar with these.",1/4/2014,,,,,,,,,,,,,
DELL 2400MP projector lamp replacement bulb with housing - high quality replacement lamp,Electronics,1,0,0,N,Y,Works for a few months,"Worked great for about six months. The OEM bulb we had in first lasted for four years, so there's definitely a difference in quality. Would not recommend.",4/30/2015,,,,,,,,,,,,,
"LiveBass Portable Wireless Bluetooth Speaker - High Quality Bass System - For Home, Outdoor & Travel Use",Electronics,5,0,0,N,Y,Definitely recommend,Great sound especially for the price of $19.95. Planning to take it to the beach in Hawaii next week for vacation.,3/2/2015,,,,,,,,,,,,,
Audio Technica Replacement Ear Pads for ATH-M40fs Headphones (Pair),Electronics,5,0,0,N,Y,Taking Advantage of a Feature,"One of the selling features of the Audio-Technica (AT) headphone series is that the ear pads are replaceable. I suspect there are many users that considered that a &#34;nice-to-have&#34; feature, but not something they would ever cash in on. This particular set of headphones advertised flat response (fs). Accordingly they replaced a more expensive set of DJ headphones I had been using for pleasure listening since DJ headphones usually emphasize the bass. With the flat response of these ATH-M40fs, I have been able to use them for rough mixes. So much so, that (even with an acoustically imperfect room), I have figured out how to mix with these--and then afterward have developed a consistent tweak of the EQ for the masters. These headphones allow one to do rough to nearly final mixes (final mix with studio speakers, of course). Consequently, after considerable studio hours, the material covering the earpads started to disintegrate. How great not to have to replace the whole shootin' match when the headphones themselves are still kickin'! This set of headphones (and the replaceable earpads) are definitely one of my best studio purchases!",3/31/2014,,,,,,,,,,,,,
"TRENDnet 5-Port Unmanaged Gigabit GREENnet Desktop Metal Housing Switch, 10 Gbps Switching Fabric, TEG-S50g",Electronics,5,0,0,N,Y,Five Stars,I ordered one and liked it well enough I ordered another.,7/10/2014,,,,,,,,,,,,,
Apple iPod touch 8GB (4th Generation),Electronics,5,0,0,N,Y,Santa did GREAT,"This was a gift for my daughter and it was a big hit. She loves all the features, especially the video mode. So glad we upgraded and bought the 32GB.",12/30/2010,,,,,,,,,,,,,
RCA Digital Amplifier for Indoor Antenna,Electronics,1,0,0,N,Y,One Star,No improvement at all !!!,5/11/2015,,,,,,,,,,,,,
HomeSpot NFC-Enabled Bluetooth Audio Receiver for Sound System,Electronics,1,0,0,N,Y,Spend the money on a better unit.,"Worked for 3 months, not it can't connect to any of my devices. Spend the money on a better unit.",2/3/2015,,,,,,,,,,,,,
Bose&#174; AE2 Audio Headphones - Black (329532-0020),Electronics,3,1,11,N,N,Just OK,I purchased these just because they were the newest model and I own the other Bose headphones. The packaging is a big turn off when you are looking forward to playing with your newest toy. You have to stop to go find a scissors to cut open the package. The cord on these are to long for my taste and the sound is muddy. For $30 more you can get the OE's with a better carry case and sound quality. The OE's are also a smaller size headset which is great.,11/3/2010,,,,,,,,,,,,,
C Crane Company SoftSpeaker Pillow Speaker,Electronics,3,0,0,N,Y,No volume control.,The speaker works well except it has no volume control. I like to turn the sound down when commercials come on which happens alot when you listen to talk radio.,10/3/2010,,,,,,,,,,,,,
Sennheiser Headphones Black,Electronics,5,0,0,N,Y,Five Stars,Arrived fast and perfect thank you,12/9/2014,,,,,,,,,,,,,
Philips SHS3200WT/37 Flexible Earhook Headphones White,Electronics,5,0,0,N,Y,Best for running I've found,They stay in the ear exactly where you put them even after a 45 minute run. They sound great - not a full rich sound like studio earphones - but who would expect that? They have plenty of volume unlike similarly shaped Sony headphones I have. And the price is exceptional for what they are. I'm buying more for backups. Highly recommend!,5/27/2014,,,,,,,,,,,,,
2 Pack New 10FT 1.3 Gold HDMI Cable Cord For 1080p HDTV [Electronics],Electronics,2,0,0,N,Y,Very disappointed.,"If you need a HDMI cable that is quick, avoid these. 2 out my 4 HDMI inputs would not function with them. The units seem to need a cable with higher speed capabilities. It's my fault though. I didn't research the HDMI cables enough to know that different cables offer different speeds. They did not work with my AppleTV or my cable box. They seem to do okay with my BluRay and HD video players however. On a positive note, I notified the seller that I wasn't happy with the cables and they offered to take them back. After finding that they worked with certain units, I went ahead and kept them.",4/18/2011,,,,,,,,,,,,,
Hello Kitty Bling Earbuds - Silver,Electronics,4,0,0,N,Y,These were a gift...,I bought these as a gift for my niece who is a Hello Kitty fan. She liked the &#34;bling&#34; of these earbuds. Great for any age fan of the Hello Kitty design.,2/9/2013,,,,,,,,,,,,,
Portta Digital Coaxial Toslink to Analog (L/R) Audio Converter,Electronics,1,0,0,N,Y,... a TV since the lag or latency is too great and will not sinc with the TV image,Not suitable for use on a TV since the lag or latency is too great and will not sinc with the TV image.,3/13/2015,,,,,,,,,,,,,
TETC Blue G4000 Professional 3.5mm PC Gaming Stereo Noise Canelling Headset Headphone Earphones with Volume Control Microphone HiFi Driver For Laptop Computer,Electronics,4,0,0,N,Y,"Nice sound. Comfortable, but only for so long.","I'm happy with them so far. Very nice sound quality. Pretty comfortable, though ears begin to feel cramped after long stretches of use.",6/19/2014,,,,,,,,,,,,,
AmazonBasics HDMI to DVI Adapter Cable - 9.8 Feet (3 Meters),Electronics,5,0,0,N,Y,Wonderfully functional,"Yup, I bought these with my new Samsung 720P HD LED TV. I wasn't disappointed. No cables came with the TV, that's the NEW NORMAL, get used to it, and buy what you know you will need. Right from my PC Video card to my TV/Monitor. Awesome!",5/5/2013,,,,,,,,,,,,,
HDE 3 Way Cigarette Lighter Sockets Splitter Charger Power Adapter 12V/24V with Switch + USB Port DC 500mA,Electronics,5,0,0,N,Y,Five Stars,"Nice, very good...",6/8/2015,,,,,,,,,,,,,
IOGear Series 1000 Ultimate Home Entertainment HDMI v.1.3b CAT-2 9.8 Feet Cable (GHDMI1003) (Discontinued by Manufacturer),Electronics,5,2,2,N,N,incredible value,"I purchased this cable to run from my [[ASIN:B0013ZGOWY Yamaha RX-V663BL 665 Watt 7.1-Channel Home Theater Receiver]] to my [[ASIN:B0014175NE Samsung LN40A650 40-inch 1080p 120Hz LCD HDTV with RED Touch of Color]]. I plugged it in, and I have had no problems. My HD signals are transmitted to my television, and I see beautiful HD images. Also, the cable looks and feels like a high-quality product right out of the box. The only people who will tell you that you need to buy Monster Cable are salespeople at the big-box retailers, and people who have already bought Monster Cable and want to save face when you tell them you purchased your cable for under $20.00.",5/30/2008,,,,,,,,,,,,,
BlueRigger High Speed HDMI Cable with Ethernet (15 ft) - CL3 Rated - supports 3D and Audio Return [Latest HDMI version],Electronics,5,0,0,N,Y,Great HDMI Cable,"When I needed to order another cable to set up my Roku with my BOSE sound system and TV, I noticed that this seems to be a new type. So I ordered it. WOW what a difference it made in the quality over the Blue Rigger HDMI cables I ordered a couple of years ago. I just ordered another like it for a friend who also is setting up Roku with his TV. Highly recommend this.",2/2/2014,,,,,,,,,,,,,
Sony HTCT100 Sound Bar with Subwoofer - Black (Discontinued by Manufacturer),Electronics,3,1,2,N,Y,Go to your local Sony store and first check it out,"Peter B. Degroot review \\""Good sound for the money with some limitations\\"" form November 20, 2008 best summarizes performance of this product.",3/13/2010,,,,,,,,,,,,,
LIMTECH Wall charger + USB Hotsync & Charging Dock Cradle desktop Charger for Apple IPOD Shuffle 2nd Generation MP3 Player,Electronics,5,0,0,N,Y,My daughter loves it,We bought this for our 6 year olds ipod shuffle....We have it charging through the usb in her wii. I like the fact it glows blue when charging so she knows when it is charging or not.,12/24/2013,,,,,,,,,,,,,
"Kinivo 501BN Premium 5 port High speed HDMI switch with IR wireless remote and AC Power adapter - supports 3D, 1080p",Electronics,5,0,0,N,Y,Works ad advertised!,"My husband bought this as he needed more HDMI outlets. I think it didn't help with the remote control situation, so as a woman I think it is nuts. But the actual product is wonderful and the service was, too! Everything is working like a charm and he is happy with it. I have to admit the lights glow like a landing UFO, but a simple cover at night takes care of the &#34;glow.&#34;",11/19/2014,,,,,,,,,,,,,
Monster Cable M2000HD M Series M2000 HDMI 2000 M - 8 feet,Electronics,1,7,11,N,Y,Probably a fake,"Installed this cable, only to find out that it the signal cuts in and out. I thought my cable TV service went out, and then I tried a crappy $4 HDMI cable and sure enough, it worked. Very disappointed.",11/1/2010,,,,,,,,,,,,,
"Sharkk 15W Bluetooth Wireless Speaker with Built-in Power Bank, 10 Hour Playtime, Single",Electronics,5,2,2,N,N,Solid Speaker/Power Bank - perfect for the category,"I was provided with a free copy of this item for testing and my fair and honest evaluation. Of course receiving something for free may impact any review, but I can honestly say this is a solid product and worth the cost listed here. I have delayed my review a bit simply because I wanted to see if I would actually use and benefit from this Speaker. It has served its purpose on several occasions. I have used it in my office both as a charger and speaker. Packaging - shipped in solid packaging that was padded well, there is no way this should be damaged in shipping. Comes with the charging cable and a cloth bag for carrying and keeping from dust. Ease of setup - Charged it for the recommended time of two hours and easily got 8-10 hours of use before recharging. Powered up and started the pairing process, which connected without a hitch on the first try. Have not had any issues connecting via bluetooth at any point. I have not figured out the NFC option, but I am confident that is user error, and not really necessary. Buttons/Features - Has power, phone, play/pause, and volume or track buttons. I will say that everything works as advertised, but remembering the button combination to make things work takes a little bit of a learning curve. It is as simple as pressing or long pressing combinations, but if I had a complaint, I wish that I didnt have to think before pressing, but not a deal breaker. I like the ability to answer my phone while listening to music. This comes in handy when at the office and having hands free talking that seems to be clear enough. The sound through the speaker for calls is plenty clear, and nobody has complained when I have used this method to talk with them. Sound Quality - This is not a surround sound experience, and sound at maximum volumes isn't as rich as a high dollar audio system. (I have edited this portion of the review) The speaker is surprisingly loud, and I have yet to have a need to turn the sound all the way upother than for testing. All of my testing has been done with an LG G3 phone connected to the speaker, and a Asus Chromebook. I would rate the sound quality a 4 of 5 considering the size and a 3 - 5 if I was just rating pure sound quality regardless of price. I think it is important to consider what you are using. If I wanted a high dollar sound system, I would not be buying this device. For the market of portable bluetooth speakers I would say the sound quality is very good. Use as a Power Bank - I think this is probably the feature that has me most interested in buying a second unit. When at my office, my desk is small and the compact speaker size is great, add the sound from that compact space and the device is solid. Add to it that I can give my phone a fast charge when needed is a nice bonus. The manual also claims that you can connect more than one speaker together. I have a feeling I will be buying a second speaker to keep at home so this one can stay at my office. I will test this out and edit the review if I do end up buying a second one. I also will get a video review posted as time allows and after using it for a little longer. Overall, this is a quality device. I have bought a few other Sharkk products and so far I have not had any issues with their products. If you are looking for a speaker that is compact, practical, and provides powerful sound this is a worthy option. I use in a small office and a large living room and the sound fills the room well.",8/22/2015,,,,,,,,,,,,,
The Macbeth Collection Large Headphone,Electronics,5,1,1,N,Y,Loved it!,"My daughter loved them!<br />They worked with her i-pod touch, which was what she wanted to use the headphones on!",12/30/2012,,,,,,,,,,,,,
"High Speed HDMI Cable (1.5 Feet) With Ethernet - CL3 Certified - Supports 3D and Audio Return Channel, 1-Pack",Electronics,5,0,0,N,Y,Perfect and quick shipping,Don't over pay. Chet will tell you the budget hdmi work every bit as well as the big buck cables,4/2/2011,,,,,,,,,,,,,
JBuds J2 Premium Hi-FI Noise Isolating Earbuds Style Headphones (Onyx Black) (Discontinued by Manufacturer),Electronics,5,8,14,N,N,They stay in and they sound great.,"I've been using my JBuds while riding to work on my bike; it's about an hour-long trip. They're comfortable, hardly ever fall out, and have better sound quality than the ones that came with my iPod. Would definitely recommend - good value all around.",11/18/2008,,,,,,,,,,,,,
"Monoprice 100655 25-Feet RCA Plug/Plug M/M Cable, Black",Electronics,5,0,0,N,Y,great product,great product. Met expectations. Reasonably fast delivery. Im pleased. The RCA cable met my expectations and I wish I didnt have to submit more words,3/31/2014,,,,,,,,,,,,,
TangsFire®18650 3600mAh 3.7V Rechargeable Li-Ion Battery (Pair)+Free battery box,Electronics,5,0,0,N,Y,Five Stars,Good,6/1/2015,,,,,,,,,,,,,
"Verbatim 700MB 52X 80 Minute Branded Recordable Disc CD-R, 10-Disc 97955",Electronics,2,0,0,N,Y,Two Stars,"Out of 100 CDs, at least half were defective. Amazon did issue a refund.",11/3/2014,,,,,,,,,,,,,
SAMSUNG-Compatible Active RF (Bluetooth) 3D Glasses for 2011-14 Bluetooth 3D TV's.,Electronics,1,0,1,N,Y,One Star,These glasses were not compatible with my TV even though they claimed to be.,3/18/2015,,,,,,,,,,,,,
"Peerless Articulating Wall Mount For Up To 22"" Display - Vesa 75/100MM (Silver) (Discontinued by Manufacturer)",Electronics,5,1,1,N,N,Great TV Wall Mount.,"This Peerless small TV (up to 22 ins) wall mount is probably one of the most versatile and good looking mount on the market. It is very easy to mount and well built for the size of the TV being mounted. All knuckles are very tight and no excess movement will be notice once the unit is positioned were it serves the user the best. The finish is very durable and will last for ever. Just follow the directions when installing the unit, very important!",6/9/2008,,,,,,,,,,,,,
Able Planet NC192B Noise Canceling Headphones,Electronics,5,5,5,N,Y,Amazing product,"In short, this is a great product. It can be broken down into a compact C shape, it has great quality sound, and the noise canceling works great. It dampens most other sounds, and makes lulls in the background disappear! It is great for studying and isolating oneself into a world of learning or focusing!. HIGHLY RECOMMENDED.",12/10/2011,,,,,,,,,,,,,
"V13H010L69 / ELPLP69 - Lamp With Housing For Epson PowerLite Pro Cinema 6010, PowerLite Home Cinema 5020UB / 5010 / 5020UBe / 5010e, HC5010, EH-TW9000, EH-TW8000 Projectors",Electronics,1,3,4,N,Y,Too good to be true.....,And it wasn't. Lamp looked used when I opened it and within 10 minutes it burned out.<br />Stay away from this seller!,4/8/2014,,,,,,,,,,,,,
"VideoSecu Universal Satellite Speaker Mounts / Brackets for Walls and Ceilings (White,Black Available)",Electronics,4,3,3,N,Y,Solid mount for the money,"These mounts are pretty solidly built.<br /><br />Pros:<br />Lots of hardware options to mount just about any speaker<br />Adjustable for just about any angle<br />each mount has an extension to mount from a ceiling<br /><br />Cons<br />No way to run the wire through the mount. I had to drill a hole next to the mount for the speaker connection.<br /><br />Overall happy. I know I could have bought a more expensive mount that allows for the speaker to plug into it directly, but I did not want to pay the extra money. So I strategically drilled the holes so they could not be seen when watching tv.<br /><br />I'd buy again.",8/22/2013,,,,,,,,,,,,,
18650 3000mAh 3.7V Rechargeable Li-Ion Battery + Charger Combo,Electronics,5,0,0,N,Y,Five Stars,No problems with these batteries and charger,9/15/2014,,,,,,,,,,,,,
AmazonBasics Wireless Bluetooth 3W Speakers,Electronics,5,0,0,N,Y,Great Tough Travel Speaker.,"This AmazonBasics bluetooth speaker works great. I was a bit skeptical at first, I wasn't aware Amazon was into creating audio products, but I must say I am impressed so far. The speaker itself is small, very portable, and appears pretty sturdy. I Use this speaker for personal training outdoors, and in a warehouse setting. Set-up was extremely easy and works great right from Pandora on my smartphone. The speaker gets loud enough for what I need but I Wouldn't recommend it for a very large area. The clarity is what impressed me the most. I would have expected this from a 100+ dollar speaker. The only gripe I have is that it doesn't come with a wall charger. I'm not deducting a point for that since it charged just fine from my droids micro usb wall charger.",3/17/2014,,,,,,,,,,,,,
Onkyo TX-SR604S 7.1 Channel A/V Receiver,Electronics,5,0,0,N,N,just right without breaking the bank,"if you are thinking about getting an intro surround system, this is a great beginner-intermediate component to start with. don't waste your money on inferior turn-key systems for $300 to $500, but rather spend a little more--$700 to $1k, and build a GREAT system wich you will enjoy for years. i never knew my speakers were so capable of producing such quality sound. The onkyo is worth the price and is user friendly, only the instructions don't exactly match the actual set up steps. this, however, is not a problem since setup and operation is intuative and easy via the display on the receiver.",3/19/2007,,,,,,,,,,,,,
Philips SWV3302S/27 Component Video Cable (6 feet) (Discontinued by Manufacturer),Electronics,4,0,0,N,Y,i like it,i like it really cheap for the price i would buy another one next time i get some money next mounth,1/21/2013,,,,,,,,,,,,,
SanDisk Sansa Clip 2 GB MP3 Player - Black,Electronics,5,0,0,N,N,Good product for the price!,"Initially I was planning to buy ipod shuffle, but when I came across the clip, I decided to give it a try. The sound quality is really good, The voice recording is good at 24000 Hz and is of decent quality, very helpful in recoding speeches. There are one / two very minor bugs though, but doesnt matter, for this price its a good deal, also with the latest firmware upgrade, you can play ogg files as well!",6/1/2008,,,,,,,,,,,,,
iHome iP97 Dual Alarm Clock Radio for iPod and iPhone,Electronics,5,0,0,N,Y,Great product!,"Works just like I thought it would! Love the adjustable snooze time and multiple alarms. The sound quality is fantastic, very crisp, and can go to a pretty high volume if you want. My old alarm clack was the previous version of this one, and I loved it until it broke after 2 and a half years. This alarm clock will make the perfect replacement. Love love love ihome products.",9/4/2013,,,,,,,,,,,,,
"AXESS PBBT2701 Portable Bluetooth Boombox with CD, FM Stereo, USB/MP3",Electronics,5,0,0,N,Y,Good portable boombox.,"This is serving it's purpose well. I haven't had any problems with it. It has good quality sound. I use it mostly for talk radio or mp3s with talking on them, but music sounds good on it too.",6/10/2015,,,,,,,,,,,,,
Zune HD Video MP3 Player,Electronics,5,9,11,N,Y,Zune HD - Best for music lovers!,"First I have to say that I am in Wow land. This Zune HD interface was designed to make discovering music fun. Swipe your finger tip up and down to scroll the text menu up and down. Select music, and tap into your favorite playlist. Tap play and start playing the playlist. Okay, easy enough but it gets very fun, read ahead see what I mean.<br /><br />Swipe down to the Radio. Add stations. If you hear a song you like, on the radio, add it to your cart. That's right, add a song you head on the RADIO to your cart. Hit the home button on the bottom to quickly escape the radio. Swipe down to Marketplace, select Cart, and the song you heard on the radio is in the cart. Download it and add it to your permanent collection.<br /><br />It get better. You can do this wirelessly because of the built in WiFi. Now, Sync your Zune HD wirelessly back to the PC to push the song you just downloaded to your PC. How awesome is that. Your Zune Pass Subscription means you can grab all the songs you want.<br /><br />Now, it gets even better.<br /><br />On your Zune HD, go to the Marketplace, and start to tap on songs. You can play them through your wireless WiFi. Okay? Songs you don't even have, you can play right off the market place via WiFi. Think about that for second. If you are home and on your WiFi network, you can listen to any of millions of songs, without downloading them!!<br /><br />Okay, say you find one you really like. Download it. It's all part of your Zune Pass.<br /><br />I have not even scratched the surface.<br /><br />QuickPick<br /><br />That text menu on the home screen? It's one of two menus on the home screen. Swipe to the left on that text. See how there is this small strip of icons on the left side. They become in focus and the large text shrinks off to the right. Now, this little list of icons is huge. Swipe up and down and cruise through the history of the songs you have been playing. Even the radio station you set is here in this history. This strip also contains a QuickPick. So what is a QuickPick?<br /><br />Say you are listening to song and you love it. You just found it on Marketplace and you want to listen to it over and over again until you're tired of it. How to find it easily? Well, tap and hold the album icon while the song is playing. A prompt window will appear and offer to pin the song into QuickPicks.<br /><br />As you explore for music on the radio or the Marketplace, completely wireless, you can easily find those songs again via the QuickPicks or History. That's what that little strip of icons are on the left side of the home screen. Fantastic huh?<br /><br />More fun stuff<br /><br />So I am listening to song and I see the album cover on the display. Tap that screen, and the album dims. A new dimension of menu overlays the album. It's a control surface. You see pause / play in the center. Up and Down are volume up and down. Left and Right are skip left or right. The upper top is to go back. Ignore it for second and it goes away returning the album art to view.<br /><br />The album / song you're playing has a small list under it. That's the songs coming up next! Tap on that little list and your in the list that this song comes from. You can now easily switch to other songs in this list.<br /><br />All of these menus and animated and fluid. It's actually fun to run around within this interface discovering music, adding it to quick picks and retrieving it. It's almost like a dance.<br /><br />Subscription music with the Zune Pass is such a great idea. And it really works with a device like this. Imagine all the ways to discover music, but keep the cost of enjoying all that music to a minimum. That's what the Zune accomplishes.<br /><br />There is so much more. Audible Books works with this. Though you do have to download Audible's Download Manager. I've listened to well over 200 books over the life of my Audible subscription.<br /><br />The Zune Marketplace software for the PC almost mirrors the features ofthe phone in that you can see your quick picks. You have a dashboard that shows you what's going on in your music world. And it gets this information from the device as well. As you add music, the whole ego system gets smarter and exposes you to more music you'll probably like. Absolutely fantastic.<br /><br />Think about it. You can add hundreds of songs a month if you like. Listen to them via radio, and download what you like. Listen live off the Marketplace from your PC or even your Zune portable. What ever you do with the Zune HD will sync back to the PC. In fact, there's more!! I know huh....<br /><br />So you have Zune software on your office PC too, okay... Listen to this. Go to Settings, Account, Subscription History. Remember, do this on your office PC, not your home PC so you really understand what's about to happen. Those songs you found on the radio, added to cart, and downloaded from the Marketplace are here in this history list even though this office PC had nothing to do with that. It's connected to your account so it knows. And you can, from your work PC, now download those songs to your work PC collection. It's subscription! You can have multiple PCs all connected to your account and they each aware of a collective history of subscribed to music. You don't have to carry songs with you on a thumb drive from your home PC to your office PC. Just let the Zune software show you the history. It tells you what is in your collection on that machine and what is not so you can update your office PC with those great songs you found on the radio or in the marketplace.<br /><br />Hey, do you like Tina Fey's 3rd rock? I sure do. You can download those TV shows as video and watch them on the Zune HD. They have movies too. For rent in SD and HD. I'm watching 21 grams.<br /><br />I have all the free games microsoft added to the apps section. By the way, you can download these from WiFi direct to the device! I've been playing Texas Hold'em.<br /><br />With WiFi, you can use the built in browser to browse web sites. I have The Wall Street Journal, Engadget, PCWorld and several other favorites sites programmed into mine.<br /><br />So, absolutely the best music experience you're ever going to have, because you won't have to worry about money while you download your ears off. Get the Zune Pass and just go crazy. Play games if you like that. Watch TV shows, movies, and music videos. Add your own photos too! Listen to Audible Books. I'm listening to the new John Twelve Hawks 3rd in the-part series of the 4th realm trilogy called The Golden City. Book one is The Traveler. You're missing out if you've never heard of it. I am also listening to Dan Brown's sequel The Lost Symbol. And actually, a Gunslinger / Dark Tower Stephen King book as well. Too much good stuff all came at once and I had to.<br /><br />On the radio station I added, I found Black Eyed Peas - I Gotta Feeling. Oh I love this song! Also just found Cassie - Let's Get Crazy. It's amazing all that you can explore and find when you pay a flat rate and can go nuts like this. I'm in music nirvana.<br /><br />This is so much better than any iPod / pay as you go eco system I've had in the past. I'm giddy and had to share. I'm bobbing my head to the beat of I Gotta Feeling. The bass is great! Oh that reminds me. The music quality is absolutely here!! If you saw me listening to my Zune, you'd know I was having a good time.<br /><br />Okay, so enough. I have music to dance around to now.<br /><br />Thanks Amazon for getting this to me on opening day. LOVE IT!!!!!it gets this information from the device as well. As you add music, the whole ego system gets smarter and exposes you to more music you'll probably like. Absolutely fantastic. Think about it. You can add hundreds of songs a month if you like. Listen to them via radio, and download what you like. Listen live off the Marketplace from your PC or even your Zune portable. What ever you do with the Zune HD will sync back to the PC. In fact, there's more!! I know huh.... So you have Zune software on your office PC too, okay... Listen to this. Go to Settings, Account, Subscription History. Remember, do this on your office PC, not your home PC so you really understand what's about to happen. Those songs you found on the radio, added to cart, and downloaded from the Marketplace are here in this history list even though this office PC had nothing to do with that. It's connected to your account so it knows. And you can, from your work PC, now download those songs to your work PC collection. It's subscription! You can have multiple PCs all connected to your account and they each aware of a collective history of subscribed to music. You don't have to carry songs with you on a thumb drive from your home PC to your office PC. Just let the Zune software show you the history. It tells you what is in your collection on that machine and what is not so you can update your office PC with those great songs you found on the radio or in the marketplace. Hey, do you like Tina Fey's 3rd rock? I sure do. You can download those TV shows as video and watch them on the Zune HD. They have movies too. For rent in SD and HD. I'm watching 21 grams. I have all the free games microsoft added to the apps section. By the way, you can download these from WiFi direct to the device! I've been playing Texas Hold'em. With WiFi, you can use the built in browser to browse web sites. I have The Wall Street Journal, Engadget, PCWorld and several other favorites sites programmed into mine.So, absolutely the best music experience you're ever going to have, because you won't have to worry about money while you download your ears off. Get the Zune Pass and just go crazy. Play games if you like that. Watch TV shows, movies, and music videos. Add your own photos too! Listen to Audible Books. I'm listening to the new John Twelve Hawks 3rd in the-part series of the 4th realm trilogy called The Golden City. Book one is The Traveler. You're missing out if you've never heard of it. I am also listening to Dan Brown's sequel The Lost Symbol. And actually, a Gunslinger / Dark Tower Stephen King book as well. Too much good stuff all came at once and I had to. On the radio station I added, I found Black Eyed Peas - I Gotta Feeling. Oh I love this song! Also just found Cassie - Let's Get Crazy. It's amazing all that you can explore and find when you pay a flat rate and can go nuts like this. I'm in music nirvana. This is so much better than any iPod / pay as you go eco system I've had in the past. I'm giddy and had to share. I'm bobbing my head to the beat of I Gotta Feeling. The bass is great! Oh that reminds me. The music quality is absolutely here!! If you saw me listening to my Zune, you'd know I was having a good time. Okay, so enough. I have music to dance around to now. Thanks Amazon for getting this to me on opening day. LOVE IT!!!!!",9/18/2009,,,,,,,,,,,,,
WINEGARD HD9022 ANTENNA CHANNEL 14-69 PRO-STAR UHF,Electronics,5,0,0,N,N,For deep fringe only...,"If you live in an urban or suburban area, this antenna will give you too much signal and overload your receiver, this is for deep in boonies, hunting cabins, lake house etc. Urban/suburban applications shop for a 30 mile radius unit.",4/14/2014,,,,,,,,,,,,,
"Cheetah APTMM2B TV Wall Mount for 20-75"" TVs up to VESA 600 and 165lbs, and fits 16” And 24” Wall Studs, and includes a Tilt TV Bracket, a 10' Twisted Veins HDMI Cable and a 6"" 3-Axis Magnetic Bubble Level",Electronics,4,0,0,N,Y,handyman says it looks like it's going to,"haven't hung 55in LG flat screen yet, handyman says it looks like it's going to work",9/12/2014,,,,,,,,,,,,,
RCA Amplified Indoor HDTV Antenna,Electronics,5,0,0,N,Y,WORKS GREAT,"THIS ANTENNA WORKS AS ADVERTISED.<br />WITHOUT IT WE WERE ONLY ABLE TO GET THREE CHANNELS, WITH IT INSTALLED WE RECIEVE 6 OR 7 CHANNELS VERY CLEAR AND SHARP. WE LOVE IT AND THE MONEY IT SAVES US.",9/19/2014,,,,,,,,,,,,,
AnMount Mp4 Player Mp3 Players New 16gb Slim LCD Screen PMP Video Media Fm Radio,Electronics,3,0,0,N,Y,Three Stars,Wrong instructions were included.,1/22/2015,,,,,,,,,,,,,
"AmazonBasics High-Speed HDMI Cable - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",Electronics,5,0,0,N,Y,works as advertised,Works as advertised upon installation. No complain whatsoever. I would buy this again if and when I need another HTML cable.,5/3/2013,,,,,,,,,,,,,
"VideoSecu Tilting Low-Profile TV Wall Mount Fits LG 32"" 37"" 32LG30 32LG30DC LG-32LC2D 37LG30 37LG30DC LG3760 LCD Plasma TV Flat-Panels 1QH",Electronics,5,0,0,N,Y,Good Value,"only moves TV 's angle up and down, no side to side, but for the price, it works well",9/13/2010,,,,,,,,,,,,,
